Identifier,Gender,Income,CreditScore,LoanAmount,EmploymentStatus,MaritalStatus,OccupancyStatus,NumDependents,SocialMediaUsageHours,ShoppingFrequencyPerMonth,HealthInsuranceStatus,Age,Age group,Income_bin,LoanAmount_bin,SocialMediaUsageHours_bin,ShoppingFrequencyPerMonth_bin
ID_0611,Female,24648.0,819.0,40635.0,Employed,Widowed,Owner,4.0,8.0,4.0,No,46.0,Established Adults,"(20000, 30000]","(40000, 50000]","(5, 10]","(0, 5]"
ID_0612,Female,55133.0,389.0,28229.0,Employed,Widowed,Renter,1.7333333333333334,4.0,15.0,Yes,65.0,Pre-Retirement,"(50000, 60000]","(20000, 30000]","(0, 5]","(10, 15]"
ID_0613,Male,70677.0,474.0,24726.933333333334,Unemployed,Widowed,Renter,1.0,6.0,28.0,No,30.0,Early Career,"(70000, 80000]","(20000, 30000]","(5, 10]","(25, 30]"
ID_0614,Male,90135.0,375.0,4897.0,Unemployed,Divorced,Owner,4.0,21.0,5.0,No,46.0,Established Adults,"(90000, 100000]","(0, 10000]","(20, 25]","(0, 5]"
ID_0615,Male,55046.0,699.0,6001.0,Retired,Single,Renter,4.0,14.0,28.0,No,65.0,Pre-Retirement,"(50000, 60000]","(0, 10000]","(10, 15]","(25, 30]"
ID_0616,Female,67064.0,370.0,43881.0,Unemployed,Married,Owner,0.0,11.533333333333333,8.0,No,41.0,Established Adults,"(60000, 70000]","(40000, 50000]","(10, 15]","(5, 10]"
ID_0617,Male,89350.0,479.0,4567.0,Unemployed,Married,Renter,3.0,21.0,4.0,No,41.0,Established Adults,"(80000, 90000]","(0, 10000]","(20, 25]","(0, 5]"
ID_0618,Male,65893.0,423.0,9271.0,Employed,Divorced,Renter,4.0,3.0,20.0,Yes,31.0,Early Career,"(60000, 70000]","(0, 10000]","(0, 5]","(15, 20]"
ID_0619,Female,81272.0,680.0,47116.0,Employed,Married,Owner,4.0,18.0,22.0,No,45.0,Established Adults,"(80000, 90000]","(40000, 50000]","(15, 20]","(20, 25]"
ID_0620,Female,87649.0,592.0,11703.0,Employed,Married,Renter,2.0,12.0,15.0,Yes,59.0,Pre-Retirement,"(80000, 90000]","(10000, 20000]","(10, 15]","(10, 15]"
ID_0621,Female,84674.0,494.0,13329.0,Student,Single,Owner,3.0,0.0,13.2,No,49.0,Established Adults,"(80000, 90000]","(10000, 20000]",,"(10, 15]"
ID_0622,Male,33760.0,527.0,24431.933333333334,Employed,Widowed,Renter,3.0,0.0,11.0,No,21.0,Young Adults,"(30000, 40000]","(20000, 30000]",,"(10, 15]"
ID_0623,Female,41927.0,730.0,6256.0,Employed,Widowed,Owner,3.0,21.0,11.0,Yes,37.0,Established Adults,"(40000, 50000]","(0, 10000]","(20, 25]","(10, 15]"
ID_0625,Male,32588.0,760.0,24746.0,Retired,Widowed,Owner,0.0,8.0,25.0,No,30.0,Early Career,"(30000, 40000]","(20000, 30000]","(5, 10]","(20, 25]"
ID_0626,Female,72233.0,320.0,16678.0,Employed,Widowed,Owner,0.0,23.0,9.0,Yes,61.0,Pre-Retirement,"(70000, 80000]","(10000, 20000]","(20, 25]","(5, 10]"
ID_0627,Male,64738.0,363.0,37052.0,Retired,Divorced,Renter,2.0,10.466666666666667,11.0,No,53.0,Pre-Retirement,"(60000, 70000]","(30000, 40000]","(10, 15]","(10, 15]"
ID_0628,Male,53397.0,464.0,46032.0,Employed,Divorced,Owner,3.0,17.0,13.0,No,37.0,Established Adults,"(50000, 60000]","(40000, 50000]","(15, 20]","(10, 15]"
ID_0629,Female,96367.0,326.0,46158.0,Employed,Widowed,Owner,3.0,8.0,17.0,Yes,37.0,Established Adults,"(90000, 100000]","(40000, 50000]","(5, 10]","(15, 20]"
ID_0630,Female,91260.0,595.0,23185.0,Retired,Single,Owner,4.0,7.0,12.733333333333333,Yes,44.0,Established Adults,"(90000, 100000]","(20000, 30000]","(5, 10]","(10, 15]"
ID_0631,Female,96619.0,584.0,33686.0,Unemployed,Divorced,Owner,1.0,13.0,5.0,No,40.0,Established Adults,"(90000, 100000]","(30000, 40000]","(10, 15]","(0, 5]"
ID_0632,Female,39816.0,580.0,11445.0,Employed,Married,Renter,1.0,8.0,4.0,No,37.0,Established Adults,"(30000, 40000]","(10000, 20000]","(5, 10]","(0, 5]"
ID_0633,Female,62240.0,463.0,33266.0,Retired,Divorced,Owner,2.0,19.0,26.0,No,46.0,Established Adults,"(60000, 70000]","(30000, 40000]","(15, 20]","(25, 30]"
ID_0634,Female,56201.86666666667,523.0,2809.0,Employed,Married,Renter,0.0,1.0,15.0,Yes,66.0,Retirees,"(50000, 60000]","(0, 10000]","(0, 5]","(10, 15]"
ID_0635,Male,99530.0,445.0,37729.0,Student,Married,Owner,3.0,0.0,13.0,Yes,44.0,Established Adults,"(90000, 100000]","(30000, 40000]",,"(10, 15]"
ID_0636,Male,43499.0,329.0,41785.0,Student,Divorced,Owner,2.0,12.0,12.0,No,30.0,Early Career,"(40000, 50000]","(40000, 50000]","(10, 15]","(10, 15]"
ID_0637,Female,91635.0,344.0,36547.0,Student,Widowed,Owner,1.0,9.0,20.0,No,31.0,Early Career,"(90000, 100000]","(30000, 40000]","(5, 10]","(15, 20]"
ID_0638,Male,55946.0,770.0,42818.0,Student,Widowed,Owner,1.8,7.0,1.0,No,46.0,Established Adults,"(50000, 60000]","(40000, 50000]","(5, 10]","(0, 5]"
ID_0639,Female,75204.0,333.0,34886.0,Unemployed,Widowed,Owner,1.0,6.0,1.0,Yes,68.0,Retirees,"(70000, 80000]","(30000, 40000]","(5, 10]","(0, 5]"
ID_0640,Female,71886.0,726.0,6391.0,Student,Single,Owner,3.0,23.0,11.0,Yes,31.0,Early Career,"(70000, 80000]","(0, 10000]","(20, 25]","(10, 15]"
ID_0641,Male,91652.0,520.0,145.0,Retired,Widowed,Renter,1.4666666666666666,11.0,0.0,Yes,48.333333333333336,Established Adults,"(90000, 100000]","(0, 10000]","(10, 15]",
ID_0642,Male,35563.0,833.0,13929.0,Employed,Widowed,Renter,3.0,16.0,18.0,No,63.0,Pre-Retirement,"(30000, 40000]","(10000, 20000]","(15, 20]","(15, 20]"
ID_0643,Female,29847.0,666.0,24326.0,Retired,Divorced,Owner,1.4,11.0,27.0,No,29.0,Early Career,"(20000, 30000]","(20000, 30000]","(10, 15]","(25, 30]"
ID_0644,Male,46155.0,849.0,29991.0,Student,Divorced,Owner,0.0,15.0,27.0,No,39.0,Established Adults,"(40000, 50000]","(20000, 30000]","(10, 15]","(25, 30]"
ID_0645,Female,99671.0,415.0,47685.0,Retired,Single,Owner,1.0,9.0,26.0,Yes,57.0,Pre-Retirement,"(90000, 100000]","(40000, 50000]","(5, 10]","(25, 30]"
ID_0646,Male,87278.0,538.0,37333.0,Student,Married,Renter,1.0,11.0,15.0,No,33.0,Early Career,"(80000, 90000]","(30000, 40000]","(10, 15]","(10, 15]"
ID_0647,Male,38309.0,569.0666666666667,16576.0,Student,Divorced,Owner,4.0,10.0,29.0,Yes,29.0,Early Career,"(30000, 40000]","(10000, 20000]","(5, 10]","(25, 30]"
ID_0648,Male,20619.0,740.0,39405.0,Unemployed,Divorced,Renter,1.0,13.0,6.0,No,35.0,Early Career,"(20000, 30000]","(30000, 40000]","(10, 15]","(5, 10]"
ID_0649,Male,60773.46666666667,447.0,28464.0,Unemployed,Married,Renter,1.0,21.0,26.0,Yes,28.0,Early Career,"(60000, 70000]","(20000, 30000]","(20, 25]","(25, 30]"
ID_0651,Female,40337.0,587.0,31601.0,Unemployed,Divorced,Renter,3.0,12.0,6.0,No,51.0,Pre-Retirement,"(40000, 50000]","(30000, 40000]","(10, 15]","(5, 10]"
ID_0652,Female,86504.0,687.0,2410.0,Unemployed,Widowed,Renter,1.4666666666666666,1.0,15.0,Yes,68.0,Retirees,"(80000, 90000]","(0, 10000]","(0, 5]","(10, 15]"
ID_0653,Male,67614.0,349.0,1820.0,Unemployed,Married,Owner,1.6,19.0,24.0,No,35.0,Early Career,"(60000, 70000]","(0, 10000]","(15, 20]","(20, 25]"
ID_0655,Female,47420.0,577.0,38650.0,Student,Married,Renter,1.0,0.0,17.0,No,41.333333333333336,Established Adults,"(40000, 50000]","(30000, 40000]",,"(15, 20]"
ID_0656,Male,59030.0,599.0,22579.4,Student,Widowed,Owner,1.0,2.0,0.0,No,59.0,Pre-Retirement,"(50000, 60000]","(20000, 30000]","(0, 5]",
ID_0657,Female,21058.0,434.0,7465.0,Unemployed,Widowed,Owner,0.0,19.0,0.0,No,47.13333333333333,Established Adults,"(20000, 30000]","(0, 10000]","(15, 20]",
ID_0658,Male,96260.0,446.0,32439.0,Retired,Widowed,Renter,2.0,11.0,25.0,Yes,34.0,Early Career,"(90000, 100000]","(30000, 40000]","(10, 15]","(20, 25]"
ID_0659,Female,48404.0,789.0,27314.0,Unemployed,Single,Owner,1.0,4.0,24.0,No,50.0,Established Adults,"(40000, 50000]","(20000, 30000]","(0, 5]","(20, 25]"
ID_0660,Female,49856.0,777.0,44229.0,Employed,Married,Owner,2.0,11.0,13.0,Yes,52.0,Pre-Retirement,"(40000, 50000]","(40000, 50000]","(10, 15]","(10, 15]"
ID_0661,Female,29200.0,458.0,19583.0,Retired,Widowed,Owner,3.0,2.0,5.0,No,45.0,Established Adults,"(20000, 30000]","(10000, 20000]","(0, 5]","(0, 5]"
ID_0662,Male,84178.0,683.0,27155.0,Employed,Widowed,Renter,3.0,19.0,5.0,No,41.0,Established Adults,"(80000, 90000]","(20000, 30000]","(15, 20]","(0, 5]"
ID_0663,Male,56343.933333333334,622.8666666666667,38871.0,Retired,Married,Renter,2.0,4.0,3.0,Yes,68.0,Retirees,"(50000, 60000]","(30000, 40000]","(0, 5]","(0, 5]"
ID_0664,Female,45611.0,740.0,12197.0,Retired,Divorced,Owner,1.0,0.0,11.0,No,27.0,Early Career,"(40000, 50000]","(10000, 20000]",,"(10, 15]"
ID_0665,Male,61235.0,488.0,29511.0,Unemployed,Single,Owner,2.0,15.0,29.0,No,19.0,Young Adults,"(60000, 70000]","(20000, 30000]","(10, 15]","(25, 30]"
ID_0666,Male,55057.0,714.0,15424.0,Employed,Divorced,Renter,2.0,8.0,17.0,Yes,29.0,Early Career,"(50000, 60000]","(10000, 20000]","(5, 10]","(15, 20]"
ID_0667,Male,21239.0,638.0,48821.0,Retired,Widowed,Renter,3.0,9.0,9.0,Yes,64.0,Pre-Retirement,"(20000, 30000]","(40000, 50000]","(5, 10]","(5, 10]"
ID_0668,Female,85661.0,480.0,240.0,Retired,Single,Owner,2.0,9.0,2.0,No,45.0,Established Adults,"(80000, 90000]","(0, 10000]","(5, 10]","(0, 5]"
ID_0669,Male,65272.0,587.0,4631.0,Unemployed,Divorced,Renter,4.0,12.0,2.0,Yes,49.0,Established Adults,"(60000, 70000]","(0, 10000]","(10, 15]","(0, 5]"
ID_0670,Male,81212.0,486.0,9599.0,Unemployed,Married,Owner,4.0,15.0,7.0,Yes,53.0,Pre-Retirement,"(80000, 90000]","(0, 10000]","(10, 15]","(5, 10]"
ID_0671,Female,62102.0,437.0,44462.0,Unemployed,Widowed,Owner,3.0,19.0,21.0,No,31.0,Early Career,"(60000, 70000]","(40000, 50000]","(15, 20]","(20, 25]"
ID_0672,Female,76503.0,429.0,24658.0,Unemployed,Single,Owner,1.0,3.0,22.0,Yes,28.0,Early Career,"(70000, 80000]","(20000, 30000]","(0, 5]","(20, 25]"
ID_0673,Female,26638.0,493.0,37845.0,Student,Single,Renter,1.0,13.0,24.0,Yes,55.0,Pre-Retirement,"(20000, 30000]","(30000, 40000]","(10, 15]","(20, 25]"
ID_0674,Male,26570.0,615.0,32574.0,Retired,Single,Renter,3.0,16.0,0.0,No,37.0,Established Adults,"(20000, 30000]","(30000, 40000]","(15, 20]",
ID_0675,Male,88785.0,443.0,36536.0,Student,Single,Renter,1.0,4.0,17.0,Yes,35.0,Early Career,"(80000, 90000]","(30000, 40000]","(0, 5]","(15, 20]"
ID_0676,Male,29110.0,315.0,41910.0,Unemployed,Widowed,Owner,0.0,12.0,14.0,Yes,64.0,Pre-Retirement,"(20000, 30000]","(40000, 50000]","(10, 15]","(10, 15]"
ID_0677,Female,61793.4,601.0,7995.0,Retired,Widowed,Owner,4.0,2.0,24.0,No,69.0,Retirees,"(60000, 70000]","(0, 10000]","(0, 5]","(20, 25]"
ID_0678,Male,32115.0,722.0,25186.0,Retired,Married,Owner,0.0,4.0,20.0,No,70.0,Retirees,"(30000, 40000]","(20000, 30000]","(0, 5]","(15, 20]"
ID_0679,Female,59062.0,544.0,29245.0,Employed,Married,Owner,0.0,15.0,19.0,Yes,45.0,Established Adults,"(50000, 60000]","(20000, 30000]","(10, 15]","(15, 20]"
ID_0680,Female,42911.0,406.0,22813.0,Unemployed,Married,Renter,0.0,18.0,16.0,No,43.733333333333334,Established Adults,"(40000, 50000]","(20000, 30000]","(15, 20]","(15, 20]"
ID_0681,Female,52556.0,387.0,13276.0,Student,Divorced,Owner,3.0,18.0,24.0,Yes,62.0,Pre-Retirement,"(50000, 60000]","(10000, 20000]","(15, 20]","(20, 25]"
ID_0682,Female,65055.333333333336,428.0,19989.0,Employed,Married,Owner,0.0,16.0,10.0,Yes,46.0,Established Adults,"(60000, 70000]","(10000, 20000]","(15, 20]","(5, 10]"
ID_0683,Female,21969.0,624.1333333333333,12746.0,Retired,Widowed,Renter,2.0,17.0,12.0,Yes,32.0,Early Career,"(20000, 30000]","(10000, 20000]","(15, 20]","(10, 15]"
ID_0684,Female,63753.0,303.0,44243.0,Student,Divorced,Owner,1.0,17.0,24.0,Yes,46.0,Established Adults,"(60000, 70000]","(40000, 50000]","(15, 20]","(20, 25]"
ID_0686,Female,30225.0,709.0,28060.0,Student,Divorced,Owner,1.6,7.0,24.0,No,52.0,Pre-Retirement,"(30000, 40000]","(20000, 30000]","(5, 10]","(20, 25]"
ID_0687,Male,43196.0,605.0,6568.0,Student,Married,Renter,2.0,17.0,9.0,Yes,30.0,Early Career,"(40000, 50000]","(0, 10000]","(15, 20]","(5, 10]"
ID_0688,Male,33669.0,524.0,35369.0,Student,Married,Renter,4.0,11.733333333333333,12.0,No,55.0,Pre-Retirement,"(30000, 40000]","(30000, 40000]","(10, 15]","(10, 15]"
ID_0689,Female,57380.0,647.0,19041.0,Employed,Married,Owner,4.0,18.0,16.0,Yes,56.0,Pre-Retirement,"(50000, 60000]","(10000, 20000]","(15, 20]","(15, 20]"
ID_0690,Female,68320.0,620.0,6080.0,Retired,Divorced,Owner,2.0,9.0,20.0,Yes,66.0,Retirees,"(60000, 70000]","(0, 10000]","(5, 10]","(15, 20]"
ID_0691,Female,67414.0,480.0,13854.0,Student,Widowed,Renter,4.0,1.0,0.0,No,18.0,,"(60000, 70000]","(10000, 20000]","(0, 5]",
ID_0692,Male,35577.0,685.0,2159.0,Retired,Single,Owner,1.0,16.0,19.0,No,64.0,Pre-Retirement,"(30000, 40000]","(0, 10000]","(15, 20]","(15, 20]"
ID_0693,Female,75409.0,407.0,27025.0,Employed,Widowed,Owner,1.0,23.0,15.0,Yes,18.0,,"(70000, 80000]","(20000, 30000]","(20, 25]","(10, 15]"
ID_0694,Female,48625.0,830.0,41081.0,Unemployed,Married,Owner,4.0,12.0,15.0,No,53.0,Pre-Retirement,"(40000, 50000]","(40000, 50000]","(10, 15]","(10, 15]"
ID_0695,Female,44089.0,709.0,4368.0,Unemployed,Divorced,Owner,1.8,10.0,27.0,No,42.0,Established Adults,"(40000, 50000]","(0, 10000]","(5, 10]","(25, 30]"
ID_0696,Female,60600.53333333333,595.0,34085.0,Student,Divorced,Owner,2.0,15.0,20.0,No,40.0,Established Adults,"(60000, 70000]","(30000, 40000]","(10, 15]","(15, 20]"
ID_0697,Female,85838.0,470.0,26768.6,Employed,Married,Owner,1.0,10.333333333333334,29.0,No,23.0,Young Adults,"(80000, 90000]","(20000, 30000]","(10, 15]","(25, 30]"
ID_0698,Male,70138.0,630.0,46040.0,Unemployed,Divorced,Renter,4.0,6.0,26.0,Yes,49.0,Established Adults,"(70000, 80000]","(40000, 50000]","(5, 10]","(25, 30]"
ID_0699,Male,62823.0,792.0,1230.0,Employed,Married,Renter,4.0,2.0,2.0,No,61.0,Pre-Retirement,"(60000, 70000]","(0, 10000]","(0, 5]","(0, 5]"
ID_0700,Male,57208.0,494.0,17517.0,Employed,Widowed,Owner,1.0,15.0,1.0,No,64.0,Pre-Retirement,"(50000, 60000]","(10000, 20000]","(10, 15]","(0, 5]"
ID_0701,Female,74061.0,311.0,23991.0,Student,Divorced,Owner,1.0,18.0,16.0,Yes,36.0,Established Adults,"(70000, 80000]","(20000, 30000]","(15, 20]","(15, 20]"
ID_0702,Female,50659.0,494.0,1301.0,Student,Single,Owner,0.0,19.0,10.0,No,30.0,Early Career,"(50000, 60000]","(0, 10000]","(15, 20]","(5, 10]"
ID_0703,Female,51890.0,789.0,28610.0,Employed,Divorced,Owner,4.0,15.0,28.0,Yes,59.0,Pre-Retirement,"(50000, 60000]","(20000, 30000]","(10, 15]","(25, 30]"
ID_0704,Female,56413.933333333334,481.0,15927.0,Employed,Married,Owner,4.0,1.0,2.0,Yes,55.0,Pre-Retirement,"(50000, 60000]","(10000, 20000]","(0, 5]","(0, 5]"
ID_0705,Female,67055.0,615.0,19070.733333333334,Student,Single,Renter,3.0,13.0,25.0,Yes,32.0,Early Career,"(60000, 70000]","(10000, 20000]","(10, 15]","(20, 25]"
ID_0707,Female,62287.0,395.0,14904.0,Student,Divorced,Owner,1.0,9.0,10.0,No,67.0,Retirees,"(60000, 70000]","(10000, 20000]","(5, 10]","(5, 10]"
ID_0708,Male,98916.0,680.0,40875.0,Retired,Married,Owner,1.0,18.0,12.0,Yes,65.0,Pre-Retirement,"(90000, 100000]","(40000, 50000]","(15, 20]","(10, 15]"
ID_0709,Female,46984.0,743.0,26081.0,Employed,Married,Renter,2.0,23.0,4.0,Yes,34.0,Early Career,"(40000, 50000]","(20000, 30000]","(20, 25]","(0, 5]"
ID_0710,Male,28125.0,597.0,24354.0,Student,Divorced,Owner,1.0,10.0,17.0,Yes,22.0,Young Adults,"(20000, 30000]","(20000, 30000]","(5, 10]","(15, 20]"
ID_0711,Female,56059.0,660.0,27761.0,Employed,Single,Owner,4.0,17.0,14.0,No,40.0,Established Adults,"(50000, 60000]","(20000, 30000]","(15, 20]","(10, 15]"
ID_0712,Male,60392.4,527.6,22221.466666666667,Student,Widowed,Owner,1.0,10.0,17.0,Yes,39.0,Established Adults,"(60000, 70000]","(20000, 30000]","(5, 10]","(15, 20]"
ID_0713,Male,37087.0,602.0,29491.0,Employed,Single,Renter,4.0,15.466666666666667,14.0,Yes,37.0,Established Adults,"(30000, 40000]","(20000, 30000]","(15, 20]","(10, 15]"
ID_0714,Male,25704.0,720.0,35525.0,Unemployed,Single,Renter,1.7333333333333334,18.0,19.0,No,23.0,Young Adults,"(20000, 30000]","(30000, 40000]","(15, 20]","(15, 20]"
ID_0715,Female,80576.0,642.4,26532.0,Unemployed,Widowed,Owner,0.0,19.0,19.0,No,26.0,Early Career,"(80000, 90000]","(20000, 30000]","(15, 20]","(15, 20]"
ID_0716,Female,93384.0,536.0,6464.0,Employed,Married,Renter,1.0,9.0,19.0,Yes,55.0,Pre-Retirement,"(90000, 100000]","(0, 10000]","(5, 10]","(15, 20]"
ID_0717,Male,92460.0,833.0,16562.0,Unemployed,Married,Renter,0.0,2.0,6.0,No,41.4,Established Adults,"(90000, 100000]","(10000, 20000]","(0, 5]","(5, 10]"
ID_0718,Male,47208.0,484.0,41856.0,Employed,Widowed,Owner,4.0,2.0,16.0,No,33.0,Early Career,"(40000, 50000]","(40000, 50000]","(0, 5]","(15, 20]"
ID_0719,Female,86024.0,767.0,47892.0,Employed,Single,Renter,1.0,23.0,28.0,Yes,53.0,Pre-Retirement,"(80000, 90000]","(40000, 50000]","(20, 25]","(25, 30]"
ID_0720,Female,59882.0,662.0,47028.0,Retired,Divorced,Renter,1.0,7.0,7.0,Yes,46.0,Established Adults,"(50000, 60000]","(40000, 50000]","(5, 10]","(5, 10]"
ID_0721,Male,45923.0,582.0,42511.0,Retired,Widowed,Renter,0.0,5.0,27.0,Yes,21.0,Young Adults,"(40000, 50000]","(40000, 50000]","(0, 5]","(25, 30]"
ID_0722,Female,49165.0,635.0,8683.0,Unemployed,Divorced,Renter,0.0,19.0,12.0,No,68.0,Retirees,"(40000, 50000]","(0, 10000]","(15, 20]","(10, 15]"
ID_0723,Female,87203.0,461.0,32634.0,Retired,Married,Renter,4.0,0.0,25.0,Yes,66.0,Retirees,"(80000, 90000]","(30000, 40000]",,"(20, 25]"
ID_0724,Female,24114.0,459.0,60.0,Retired,Widowed,Renter,4.0,19.0,15.0,No,35.0,Early Career,"(20000, 30000]","(0, 10000]","(15, 20]","(10, 15]"
ID_0726,Male,62706.6,621.0,23065.0,Student,Single,Owner,1.0,5.0,9.0,No,59.0,Pre-Retirement,"(60000, 70000]","(20000, 30000]","(0, 5]","(5, 10]"
ID_0727,Female,93297.0,311.0,2895.0,Employed,Widowed,Owner,3.0,1.0,28.0,Yes,30.0,Early Career,"(90000, 100000]","(0, 10000]","(0, 5]","(25, 30]"
ID_0728,Female,45426.0,723.0,15323.0,Retired,Divorced,Renter,3.0,18.0,13.0,No,35.0,Early Career,"(40000, 50000]","(10000, 20000]","(15, 20]","(10, 15]"
ID_0729,Male,37772.0,372.0,12352.0,Employed,Widowed,Owner,2.0,6.0,5.0,Yes,28.0,Early Career,"(30000, 40000]","(10000, 20000]","(5, 10]","(0, 5]"
ID_0730,Male,23712.0,500.0,44643.0,Unemployed,Widowed,Renter,4.0,10.0,19.0,Yes,49.0,Established Adults,"(20000, 30000]","(40000, 50000]","(5, 10]","(15, 20]"
ID_0731,Female,21367.0,821.0,49737.0,Student,Married,Renter,2.0,10.0,21.0,Yes,35.0,Early Career,"(20000, 30000]","(40000, 50000]","(5, 10]","(20, 25]"
ID_0732,Female,71924.0,804.0,38591.0,Retired,Married,Owner,2.0,3.0,25.0,No,44.0,Established Adults,"(70000, 80000]","(30000, 40000]","(0, 5]","(20, 25]"
ID_0733,Female,23726.0,338.0,30890.0,Retired,Single,Renter,0.0,19.0,6.0,No,38.0,Established Adults,"(20000, 30000]","(30000, 40000]","(15, 20]","(5, 10]"
ID_0734,Female,47723.0,359.0,32016.0,Employed,Married,Owner,0.0,13.6,5.0,Yes,40.0,Established Adults,"(40000, 50000]","(30000, 40000]","(10, 15]","(0, 5]"
ID_0735,Male,29108.0,620.0,11962.0,Employed,Married,Renter,3.0,13.333333333333334,26.0,No,63.0,Pre-Retirement,"(20000, 30000]","(10000, 20000]","(10, 15]","(25, 30]"
ID_0736,Male,97714.0,734.0,33302.0,Employed,Married,Owner,2.0,23.0,16.0,Yes,35.0,Early Career,"(90000, 100000]","(30000, 40000]","(20, 25]","(15, 20]"
ID_0737,Male,55643.0,707.0,19846.0,Employed,Married,Owner,3.0,6.0,20.0,No,57.0,Pre-Retirement,"(50000, 60000]","(10000, 20000]","(5, 10]","(15, 20]"
ID_0738,Female,51324.0,685.0,4011.0,Retired,Married,Owner,4.0,15.0,23.0,Yes,53.0,Pre-Retirement,"(50000, 60000]","(0, 10000]","(10, 15]","(20, 25]"
ID_0739,Female,28927.0,377.0,19782.0,Employed,Married,Owner,1.0,14.0,7.0,No,39.0,Established Adults,"(20000, 30000]","(10000, 20000]","(10, 15]","(5, 10]"
ID_0740,Female,42443.0,493.0,2155.0,Retired,Divorced,Renter,0.0,4.0,11.0,No,51.0,Pre-Retirement,"(40000, 50000]","(0, 10000]","(0, 5]","(10, 15]"
ID_0741,Female,99973.0,584.0,39725.0,Employed,Widowed,Owner,4.0,0.0,14.066666666666666,No,61.0,Pre-Retirement,"(90000, 100000]","(30000, 40000]",,"(10, 15]"
ID_0742,Male,83449.0,826.0,9196.0,Student,Married,Renter,4.0,19.0,24.0,No,36.0,Established Adults,"(80000, 90000]","(0, 10000]","(15, 20]","(20, 25]"
ID_0743,Male,96743.0,823.0,43459.0,Student,Married,Owner,0.0,21.0,3.0,No,61.0,Pre-Retirement,"(90000, 100000]","(40000, 50000]","(20, 25]","(0, 5]"
ID_0744,Female,80233.0,455.0,21709.0,Employed,Widowed,Owner,0.0,21.0,9.0,Yes,24.0,Young Adults,"(80000, 90000]","(20000, 30000]","(20, 25]","(5, 10]"
ID_0745,Male,45537.0,567.4,23394.733333333334,Employed,Divorced,Owner,2.0,10.466666666666667,5.0,No,48.06666666666667,Established Adults,"(40000, 50000]","(20000, 30000]","(10, 15]","(0, 5]"
ID_0746,Female,97576.0,424.0,35474.0,Unemployed,Divorced,Renter,3.0,20.0,6.0,No,22.0,Young Adults,"(90000, 100000]","(30000, 40000]","(15, 20]","(5, 10]"
ID_0747,Female,42612.0,579.0,32769.0,Student,Single,Owner,4.0,10.8,20.0,No,46.0,Established Adults,"(40000, 50000]","(30000, 40000]","(10, 15]","(15, 20]"
ID_0748,Male,26471.0,427.0,41993.0,Retired,Widowed,Owner,2.0,21.0,26.0,No,47.0,Established Adults,"(20000, 30000]","(40000, 50000]","(20, 25]","(25, 30]"
ID_0750,Female,51348.0,631.0,14820.0,Retired,Divorced,Owner,4.0,2.0,2.0,No,57.0,Pre-Retirement,"(50000, 60000]","(10000, 20000]","(0, 5]","(0, 5]"
ID_0752,Female,21177.0,543.7333333333333,34629.0,Student,Single,Owner,1.0,7.0,14.0,Yes,67.0,Retirees,"(20000, 30000]","(30000, 40000]","(5, 10]","(10, 15]"
ID_0754,Male,52779.0,719.0,43880.0,Unemployed,Divorced,Owner,4.0,15.0,20.0,No,22.0,Young Adults,"(50000, 60000]","(40000, 50000]","(10, 15]","(15, 20]"
ID_0755,Female,41636.0,321.0,48467.0,Unemployed,Married,Owner,2.0,15.0,0.0,Yes,33.0,Early Career,"(40000, 50000]","(40000, 50000]","(10, 15]",
ID_0756,Male,73551.0,505.0,8320.0,Student,Widowed,Owner,1.0,20.0,12.0,No,36.0,Established Adults,"(70000, 80000]","(0, 10000]","(15, 20]","(10, 15]"
ID_0757,Female,31556.0,655.0,49589.0,Student,Divorced,Owner,3.0,2.0,21.0,No,49.0,Established Adults,"(30000, 40000]","(40000, 50000]","(0, 5]","(20, 25]"
ID_0758,Male,47598.0,739.0,10740.0,Student,Single,Owner,0.0,16.0,17.0,Yes,47.0,Established Adults,"(40000, 50000]","(10000, 20000]","(15, 20]","(15, 20]"
ID_0759,Male,31563.0,625.1333333333333,22855.866666666665,Retired,Married,Renter,1.5333333333333334,20.0,14.0,No,56.0,Pre-Retirement,"(30000, 40000]","(20000, 30000]","(15, 20]","(10, 15]"
ID_0760,Male,66819.0,463.0,30930.0,Employed,Widowed,Renter,3.0,5.0,6.0,Yes,53.0,Pre-Retirement,"(60000, 70000]","(30000, 40000]","(0, 5]","(5, 10]"
ID_0761,Female,93770.0,447.0,17285.0,Unemployed,Widowed,Renter,1.0,5.0,14.0,Yes,25.0,Young Adults,"(90000, 100000]","(10000, 20000]","(0, 5]","(10, 15]"
ID_0762,Female,46966.0,829.0,14380.0,Employed,Widowed,Renter,0.0,21.0,24.0,No,65.0,Pre-Retirement,"(40000, 50000]","(10000, 20000]","(20, 25]","(20, 25]"
ID_0763,Male,79889.0,593.0,11360.0,Unemployed,Divorced,Renter,2.0,18.0,2.0,No,30.0,Early Career,"(70000, 80000]","(10000, 20000]","(15, 20]","(0, 5]"
ID_0764,Male,46987.0,494.0,24875.2,Unemployed,Widowed,Renter,3.0,19.0,13.733333333333333,Yes,47.0,Established Adults,"(40000, 50000]","(20000, 30000]","(15, 20]","(10, 15]"
